time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source,fecha,ts,te,hora_inicio,hora_fin,duracion_h,dia_semana,dia_semana_n,mes,semana,trimestre,tasa_intercep,tasa_hit,impactos,turno,periodo
2026-04-04 18:00,2026-04-05 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,93.0,76.0,0.0,0.0,{},60.0,10.0,3.0,,,,,"{'south': 30, 'east': 85, 'north': NaN}",,,kpszsu/posts/pfbid0pZC4FfgZfabzw5M8mcecr3wQJhytEXPDWQbcpEPaj8PAnXNB3BhVEN13DGKatCNBl,2026-04-04,2026-04-04 18:00:00,2026-04-05 08:00:00,18,8,14.0,5,Saturday,2026-04,2026-03-30/2026-04-05,2026Q2,0.8172043010752689,0.18279569892473113,17.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-04-03 18:00,2026-04-04 07:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,286.0,260.0,0.0,15.0,{},200.0,10.0,6.0,,,,,"{'south': 30, 'east': 74, 'north': NaN}",,,kpszsu/posts/pfbid0Zqw4QDwQKFFLc216BsXbzMcxfo4pns9sFyTuuiGTJmKLN7w8JnQfrzXFjniqhgJVl,2026-04-03,2026-04-03 18:00:00,2026-04-04 07:00:00,18,7,13.0,4,Friday,2026-04,2026-03-30/2026-04-05,2026Q2,0.9090909090909091,0.09090909090909094,26.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-04-02 18:00,2026-04-03 14:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,542.0,515.0,0.0,0.0,{},330.0,20.0,22.0,,,,,"{'south': 139, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0h9ELiXekqMep7BQKWSNmQ66aT9ACxaDFkRgZpbVDLjcXYNgucXmZK5uc51aJAyr7l,2026-04-02,2026-04-02 18:00:00,2026-04-03 14:00:00,18,14,20.0,3,Thursday,2026-04,2026-03-30/2026-04-05,2026Q2,0.9501845018450185,0.04981549815498154,27.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-04-01 18:00,2026-04-02 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,172.0,147.0,0.0,3.0,{},120.0,12.0,8.0,,,,,"{'south': 153, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02qkkmtbzSFLPdKcg9EzEHFmNX1ABmzXrqNgMisqWTsjCGh62m2kSgQasbFTZHVMCDl,2026-04-01,2026-04-01 18:00:00,2026-04-02 08:00:00,18,8,14.0,2,Wednesday,2026-04,2026-03-30/2026-04-05,2026Q2,0.8546511627906976,0.14534883720930236,25.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-04-01 08:00,2026-04-01 18:00,Shahed-136/131,,Ukraine,,361.0,345.0,0.0,2.0,{},250.0,,,,,,,"{'south': NaN, 'west': 28, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid03MvpSHyZaaoDd992QrhibGiqqsVLigF5uiDUrFw92iVmaHK6qiwJnbDUi7T5P2Lhl,2026-04-01,2026-04-01 08:00:00,2026-04-01 18:00:00,8,18,10.0,2,Wednesday,2026-04,2026-03-30/2026-04-05,2026Q2,0.9556786703601108,0.04432132963988922,16.0,Diurno (6-16h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-31 18:00,2026-04-01 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,339.0,298.0,0.0,21.0,{},200.0,11.0,5.0,,,,,"{'south': 54, 'west': 29, 'east': 135, 'north': NaN}",,,kpszsu/posts/pfbid0uvmLnU6yGQLraSh11aka8VqDZr21NAxLD39KqLgq9P4GyZyEZCg5FecJVoXKfxNpl,2026-03-31,2026-03-31 18:00:00,2026-04-01 08:00:00,18,8,14.0,1,Tuesday,2026-03,2026-03-30/2026-04-05,2026Q1,0.8790560471976401,0.12094395280235992,41.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-30 18:00,2026-03-31 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,289.0,267.0,0.0,2.0,{},200.0,11.0,6.0,,,,,"{'south': 54, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02HfGVgRccfqa9wgbU7r7mg2vfiTMQbv75jvxjzKdCUKvLCwXHf66ssLVHNDLWBjPAl,2026-03-30,2026-03-30 18:00:00,2026-03-31 08:00:00,18,8,14.0,0,Monday,2026-03,2026-03-30/2026-04-05,2026Q1,0.9238754325259516,0.07612456747404839,22.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-29 18:00,2026-03-30 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,164.0,150.0,0.0,2.0,{},90.0,7.0,2.0,,,,,"{'south': 34, 'east': 144, 'north': NaN}",,,kpszsu/posts/pfbid02HWy59nceGsMrER1KzAS7uU9MqgR7vo7SN7FdDymtFSb5jzdWr9vpHTZZUZy5exCMl,2026-03-29,2026-03-29 18:00:00,2026-03-30 08:30:00,18,8,14.5,6,Sunday,2026-03,2026-03-23/2026-03-29,2026Q1,0.9146341463414634,0.08536585365853655,14.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-28 18:00,2026-03-29 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,442.0,380.0,0.0,46.0,{},300.0,7.0,14.0,,,,,"{'south': 97, 'west': 5, 'east': 114, 'north': NaN}",,,kpszsu/posts/pfbid02HWy59nceGsMrER1KzAS7uU9MqgR7vo7SN7FdDymtFSb5jzdWr9vpHTZZUZy5exCMl,2026-03-28,2026-03-28 18:00:00,2026-03-29 09:00:00,18,9,15.0,5,Saturday,2026-03,2026-03-23/2026-03-29,2026Q1,0.8597285067873304,0.14027149321266963,62.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-27 18:00,2026-03-28 07:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,Odesa oblast,273.0,252.0,0.0,0.0,{},180.0,18.0,9.0,,,,,"{'south': 115, 'east': 103, 'north': NaN}",,,kpszsu/posts/pfbid02rer2ssAL3SJpTNdNXdjH7J24JE2HiVVfPf4vVH7ng7nLRSLheLr3jDFHKzbSvVoyl,2026-03-27,2026-03-27 18:00:00,2026-03-28 07:30:00,18,7,13.5,4,Friday,2026-03,2026-03-23/2026-03-29,2026Q1,0.9230769230769231,0.07692307692307687,21.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-26 18:00,2026-03-27 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,102.0,93.0,0.0,0.0,{},60.0,8.0,4.0,,,,,"{'south': 14, 'east': 107, 'north': NaN}",,,kpszsu/posts/pfbid035BkMPb39RvUgrogPU1m18WVsijTwBEj86vVU9vquNe9KVGz9xGkKFWjWVtXEgQDwl,2026-03-26,2026-03-26 18:00:00,2026-03-27 08:30:00,18,8,14.5,3,Thursday,2026-03,2026-03-23/2026-03-29,2026Q1,0.9117647058823529,0.08823529411764708,9.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-25 18:00,2026-03-26 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,153.0,130.0,0.0,7.0,{},100.0,11.0,5.0,,,,,"{'south': 41, 'east': 58, 'north': NaN}",,,kpszsu/posts/pfbid02VbSRHXHbdtxeSDssamTdfudj7bSmjg2UGwyKthZe733L8uhn2uPv5YnWyztFEhMnl,2026-03-25,2026-03-25 18:00:00,2026-03-26 08:00:00,18,8,14.0,2,Wednesday,2026-03,2026-03-23/2026-03-29,2026Q1,0.8496732026143791,0.15032679738562094,23.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-24 19:00,2026-03-25 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,147.0,121.0,0.0,2.0,{},80.0,18.0,3.0,,,,,"{'south': 81, 'east': 67, 'north': NaN}",,,kpszsu/posts/pfbid02amYjoDfAxakDmHHKx3b7DxXVGaLHSniDqESJeBnCroW7o4SvLzugV7gbqB7xQeuol,2026-03-24,2026-03-24 19:00:00,2026-03-25 08:30:00,19,8,13.5,1,Tuesday,2026-03,2026-03-23/2026-03-29,2026Q1,0.8231292517006803,0.1768707482993197,26.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-24 09:00,2026-03-24 18:00,Shahed-136/131,,Ukraine,,556.0,541.0,0.0,0.0,{},,,,,,,,"{'south': NaN, 'west': NaN, 'east': 104, 'north': NaN}",,,kpszsu/posts/pfbid0BSYYGMWNyoRHhckgZZcJsFn1VVQtvRGZGHFk6f3rPvNJyi5eMhoPb9gPmKHt4Mx1l,2026-03-24,2026-03-24 09:00:00,2026-03-24 18:00:00,9,18,9.0,1,Tuesday,2026-03,2026-03-23/2026-03-29,2026Q1,0.9730215827338129,0.026978417266187105,15.0,Diurno (6-16h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-23 18:00,2026-03-24 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,392.0,365.0,0.0,5.0,{},250.0,22.0,10.0,,,,"['Ivano-Frankivsk oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Odesa oblast', 'Sumy oblast', 'Chernihiv oblast', 'Poltava oblast', 'Kyiv oblast']","{'south': 81, 'west': 11, 'east': 128, 'north': NaN}",,,kpszsu/posts/pfbid0Fq1AmLQAEt3L6f6hSCZnknoViPBVS5A3btNQ3hazkQFa6EfyajBMTwiKFqmgY6eGl,2026-03-23,2026-03-23 18:00:00,2026-03-24 09:00:00,18,9,15.0,0,Monday,2026-03,2026-03-23/2026-03-29,2026Q1,0.9311224489795918,0.06887755102040816,27.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-22 18:00,2026-03-23 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,251.0,234.0,0.0,0.0,{},150.0,11.0,8.0,,,,,"{'south': 89, 'east': 86, 'north': NaN}",,,kpszsu/posts/pfbid02gTguiBJZu7rrM1K6EEoS2G6E1FzR6LWga1nwYrhK7J6tkPoHYtYVq8NRSdwuHvJul,2026-03-22,2026-03-22 18:00:00,2026-03-23 08:00:00,18,8,14.0,6,Sunday,2026-03,2026-03-16/2026-03-22,2026Q1,0.9322709163346613,0.0677290836653387,17.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-21 18:00,2026-03-22 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,139.0,127.0,0.0,4.0,{},80.0,7.0,7.0,,,,,"{'south': NaN, 'east': 61, 'north': NaN}",,,kpszsu/posts/pfbid02Meu2phNVWQGXwo1EncB9ncZgA8rAFodGa3T2bCXuz3mwqHWfreVECzqoywexnnSzl,2026-03-21,2026-03-21 18:00:00,2026-03-22 08:30:00,18,8,14.5,5,Saturday,2026-03,2026-03-16/2026-03-22,2026Q1,0.9136690647482014,0.08633093525179858,12.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-20 18:00,2026-03-21 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,154.0,148.0,0.0,1.0,{},90.0,4.0,7.0,,,,,"{'south': 34, 'east': 72, 'north': NaN}",,,kpszsu/posts/pfbid02mzz1cipDeQcz2CRXsKsHCaE4a7jnknMiY9nGNVgc1y4eRmue1hRpN8V4gMU6p766l,2026-03-20,2026-03-20 18:00:00,2026-03-21 08:30:00,18,8,14.5,4,Friday,2026-03,2026-03-16/2026-03-22,2026Q1,0.961038961038961,0.038961038961038974,6.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-19 18:00,2026-03-20 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,156.0,133.0,0.0,4.0,{},90.0,13.0,7.0,,,,,"{'south': 54, 'west': 3, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02VcrZnGyrzLf1v8v4JA2hYNrAQpAW8Z3esHuJohePFsUA9mz6TGiJ7Qit1YYs2D6vl,2026-03-19,2026-03-19 18:00:00,2026-03-20 08:00:00,18,8,14.0,3,Thursday,2026-03,2026-03-16/2026-03-22,2026Q1,0.8525641025641025,0.14743589743589747,23.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-18 18:00,2026-03-19 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,133.0,109.0,0.0,4.0,{},70.0,11.0,7.0,,,,,"{'south': 45, 'west': 3, 'east': 33, 'north': NaN}",,,kpszsu/posts/pfbid0asfKDuhufU9Bn2iUYZtdGrxuEak9nAP8qL8YrPavReFXf4niCw26a2awU3hJd22zl,2026-03-18,2026-03-18 18:00:00,2026-03-19 08:00:00,18,8,14.0,2,Wednesday,2026-03,2026-03-16/2026-03-22,2026Q1,0.8195488721804511,0.18045112781954886,24.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-17 18:00,2026-03-18 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,147.0,128.0,0.0,4.0,{},70.0,12.0,3.0,,,,,"{'south': 54, 'east': 43, 'north': NaN}",,,kpszsu/posts/pfbid0LQAQAmRFSsdzvfs1czpJHkj5jrUPg2BDjXWfSjcxPKvVyrbXQHCRqxz6Jaee9rjHl,2026-03-17,2026-03-17 18:00:00,2026-03-18 08:00:00,18,8,14.0,1,Tuesday,2026-03,2026-03-16/2026-03-22,2026Q1,0.8707482993197279,0.12925170068027214,19.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-16 18:00,2026-03-17 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,178.0,154.0,0.0,2.0,{},110.0,12.0,2.0,,,,,"{'south': 58, 'east': 78, 'north': NaN}",,,kpszsu/posts/pfbid02ovhm3siAAjveXj3n6Po8Ltot65qNBPPTQLaWenwERG2UuX2bykz8XAQR9ebEz55Ql,2026-03-16,2026-03-16 18:00:00,2026-03-17 08:00:00,18,8,14.0,0,Monday,2026-03,2026-03-16/2026-03-22,2026Q1,0.8651685393258427,0.1348314606741573,24.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-15 18:00,2026-03-16 11:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast and Odesa oblast and Zaporizhzhia oblast,211.0,194.0,0.0,1.0,{},100.0,10.0,11.0,,,,,"{'south': 39, 'east': 109, 'north': NaN}",,,kpszsu/posts/pfbid02Y4PYikvGxZx149kfuEgGbNCqcw2uR53Rvg5rQqwG3wc95EMVyb3DgG4nPKeCTeHJl,2026-03-15,2026-03-15 18:00:00,2026-03-16 11:00:00,18,11,17.0,6,Sunday,2026-03,2026-03-09/2026-03-15,2026Q1,0.919431279620853,0.08056872037914697,17.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-14 18:00,2026-03-15 08:00,Shahed-136/131,"Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,97.0,90.0,0.0,2.0,{},70.0,5.0,2.0,,,,,"{'south': 8, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0idc1mVNmWNjGbVnTC6wFSPVXx7pj4h6vJgB6tiUd1VFX7vUEiDh5iu4HbEPnfjngl,2026-03-14,2026-03-14 18:00:00,2026-03-15 08:00:00,18,8,14.0,5,Saturday,2026-03,2026-03-09/2026-03-15,2026Q1,0.9278350515463918,0.07216494845360821,7.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-13 18:00,2026-03-14 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,430.0,402.0,0.0,0.0,{},250.0,11.0,7.0,,,,,"{'south': 124, 'east': 102, 'north': NaN}",,,kpszsu/posts/pfbid02LbxHS2C9Eyu3DRX8Tp4sfG6xuqF78kJBth3vBQNKdY5Ad6qC5hPQFsJL8Fi5miJUl,2026-03-13,2026-03-13 18:00:00,2026-03-14 09:00:00,18,9,15.0,4,Friday,2026-03,2026-03-09/2026-03-15,2026Q1,0.9348837209302325,0.06511627906976747,28.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-12 18:00,2026-03-13 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,126.0,117.0,0.0,1.0,{},80.0,7.0,5.0,,,,,"{'south': 16, 'east': 90, 'north': NaN}",,,kpszsu/posts/pfbid02bS6Jxzr1ErR1nUXncRHZvmF98vnPkQpX3M4naoGNX3wdgHmdSw8T8d8JUKiBogyDl,2026-03-12,2026-03-12 18:00:00,2026-03-13 08:00:00,18,8,14.0,3,Thursday,2026-03,2026-03-09/2026-03-15,2026Q1,0.9285714285714286,0.0714285714285714,9.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-11 18:00,2026-03-12 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,94.0,77.0,0.0,1.0,{},60.0,11.0,1.0,,,,,"{'south': 13, 'east': 77, 'north': NaN}",,,kpszsu/posts/pfbid0TFnx3Zem5n6otKbUYcJPa83DqrbBNz6cJWayzg4f9nWsvzXMgjk6zf24EjYmbaaHl,2026-03-11,2026-03-11 18:00:00,2026-03-12 09:00:00,18,9,15.0,2,Wednesday,2026-03,2026-03-09/2026-03-15,2026Q1,0.8191489361702128,0.18085106382978722,17.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-10 18:00,2026-03-11 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,99.0,90.0,0.0,0.0,{},70.0,6.0,3.0,,,,,"{'south': 27, 'east': 58, 'north': NaN}",,,kpszsu/posts/pfbid032gvheupsnR3aBMgHMnahhbp9RgAcQJBKBVHGfwA9Bp83rzjdgfBiAhxUciEfNFzEl,2026-03-10,2026-03-10 18:00:00,2026-03-11 08:30:00,18,8,14.5,1,Tuesday,2026-03,2026-03-09/2026-03-15,2026Q1,0.9090909090909091,0.09090909090909094,9.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-09 18:00,2026-03-10 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,137.0,122.0,0.0,3.0,{},80.0,10.0,10.0,,,,,"{'south': 23, 'east': 94, 'north': NaN}",,,kpszsu/posts/pfbid02gB5h8Ni7Wxjdkv31JHfbXs1GiqeQDJh3To6gVxu8BFNKWc9ZmGEpCiXnfMikiPHwl,2026-03-09,2026-03-09 18:00:00,2026-03-10 08:00:00,18,8,14.0,0,Monday,2026-03,2026-03-09/2026-03-15,2026Q1,0.8905109489051095,0.10948905109489049,15.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-08 18:30,2026-03-09 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,197.0,161.0,0.0,0.0,{},120.0,8.0,1.0,,,,,"{'south': 45, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0Wu1C5pPb2givjqdnL1tAXmNjkLPjNdZWbs8HGnU24awKVVC2pfQELnH8iN81yr4tl,2026-03-08,2026-03-08 18:30:00,2026-03-09 08:00:00,18,8,13.5,6,Sunday,2026-03,2026-03-02/2026-03-08,2026Q1,0.817258883248731,0.18274111675126903,36.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-07 19:00,2026-03-08 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,117.0,98.0,0.0,0.0,{},70.0,11.0,0.0,,,,,"{'south': 21, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid029cAToo4cgi1UQNXVUqJaVuE118ofY6jbvZib6gfBDocsR4FCwkxsDTQTJGS9j2LVl,2026-03-07,2026-03-07 19:00:00,2026-03-08 09:00:00,19,9,14.0,5,Saturday,2026-03,2026-03-02/2026-03-08,2026Q1,0.8376068376068376,0.16239316239316237,19.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-06 18:00,2026-03-07 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast and Kharkiv oblast and Zhytomyr oblast and Khmelnytskyi oblast and Chernivtsi oblast,480.0,453.0,0.0,1.0,{},290.0,22.0,5.0,,,,,"{'south': 142, 'west': 15, 'east': 139, 'north': NaN}",,,kpszsu/posts/pfbid09oXEDdB8zDcFxK6JFxdZZJAwYvGoLaSUMSEknaTbuVw3xoHkdJV5nazdDaRwvf5Zl,2026-03-06,2026-03-06 18:00:00,2026-03-07 09:00:00,18,9,15.0,4,Friday,2026-03,2026-03-02/2026-03-08,2026Q1,0.94375,0.05625000000000002,27.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-05 18:00,2026-03-06 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,141.0,111.0,0.0,6.0,{},100.0,16.0,1.0,,,,,"{'south': 43, 'east': 70, 'north': NaN}",,,kpszsu/posts/pfbid02fbmeCPKMAZvSBrkTiTa2g4LQ1ro7RdFCmfVxpJyjNw4c8ie3xnzYsY7noF9XCpDvl,2026-03-05,2026-03-05 18:00:00,2026-03-06 08:30:00,18,8,14.5,3,Thursday,2026-03,2026-03-02/2026-03-08,2026Q1,0.7872340425531915,0.21276595744680848,30.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-04 18:30,2026-03-05 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,155.0,136.0,0.0,1.0,{},100.0,8.0,3.0,,,,,"{'south': 34, 'east': 64, 'north': NaN}",,,kpszsu/posts/pfbid0zKeU2GGRhJ4hMU1V9KDqgUi3iMBgC2cB3jqyyfaTGTkDrg47jnQLmJrwh2GtcWAHl,2026-03-04,2026-03-04 18:30:00,2026-03-05 08:00:00,18,8,13.5,2,Wednesday,2026-03,2026-03-02/2026-03-08,2026Q1,0.8774193548387097,0.1225806451612903,19.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-03 18:00,2026-03-04 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,149.0,129.0,0.0,1.0,{},100.0,15.0,1.0,,,,,"{'south': 14, 'east': 87, 'north': NaN}",,,kpszsu/posts/pfbid0t79Hx2FHJqygKYU1rAw8xZopHg1gzY6Virso7QJrqSFRqbeFSzxL7Q7ZgQsQJzYbl,2026-03-03,2026-03-03 18:00:00,2026-03-04 08:30:00,18,8,14.5,1,Tuesday,2026-03,2026-03-02/2026-03-08,2026Q1,0.8657718120805369,0.13422818791946312,20.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-02 18:00,2026-03-03 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Hvardiiske, Crimea",Ukraine,,136.0,127.0,0.0,4.0,{},80.0,3.0,3.0,,,,,"{'south': 56, 'east': 72, 'north': NaN}",,,kpszsu/posts/pfbid02HETigid3sCAyDCZEndW998RpEr8hGXbSKERnUjmfe6Cm79ec3cwKPT75fiCQFhGRl,2026-03-02,2026-03-02 18:00:00,2026-03-03 09:00:00,18,9,15.0,0,Monday,2026-03,2026-03-02/2026-03-08,2026Q1,0.9338235294117647,0.06617647058823528,9.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
2026-03-01 18:30,2026-03-02 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,94.0,84.0,0.0,0.0,{},70.0,4.0,2.0,,,,,"{'south': 17, 'east': 86, 'north': NaN}",,,kpszsu/posts/pfbid0ubRFVfD33TLJndiPd8v9ixgAotSJVFMPLem3yWuxQUwYz2kXeViVuo31TeUT7UwXl,2026-03-01,2026-03-01 18:30:00,2026-03-02 08:00:00,18,8,13.5,6,Sunday,2026-03,2026-02-23/2026-03-01,2026Q1,0.8936170212765957,0.1063829787234043,10.0,Nocturno (17-23h),"P3: Nueva normalidad
(Ene-Abr 2026)"
